4.977794842986327239e-10,7.072230124694856099e-17,2.750574434884356378e-09,1.431945360896857977e-11,1.741423612468707017e-15,9.035451423514140323e-13,3.085985511575017881e-08,7.354577183723449707e-01,2.645283043384552002e-01,1.401347617502324283e-05
2.933345510935936318e-10,4.276508877648127125e-17,3.400854042823198142e-09,1.054943892658810611e-11,9.529095245622461186e-16,4.503998357000688069e-13,3.003987814054198680e-08,8.455880284309387207e-01,1.544068306684494019e-01,5.125960342411417514e-06
4.122805707940102593e-10,8.691069567319924271e-17,4.480193549483146853e-09,1.710706229451908200e-11,1.637940220874109856e-15,1.152920315640459936e-12,5.821895143753863522e-08,8.922362327575683594e-01,1.077560484409332275e-01,7.554821422672830522e-06
4.760889460442285781e-10,6.250366629119319286e-17,3.324209130184385685e-09,1.399848986727292299e-11,1.419736063331929546e-15,7.679260330926973577e-13,3.647889101898726949e-08,7.668139934539794922e-01,2.331742495298385620e-01,1.170496125268982723e-05
4.026952660218796609e-10,6.640729703795344107e-17,3.890296973452223028e-09,1.363788682678945818e-11,1.470312718249839039e-15,8.851314321246805950e-13,4.365062977740308270e-08,8.085005283355712891e-01,1.914914548397064209e-01,8.008766599232330918e-06
4.693320732052086441e-10,5.471936733147716851e-17,2.506196361551360496e-09,1.347286952141368843e-11,1.471820966291543728e-15,8.695117651065509268e-13,3.063888698306982405e-08,7.466112971305847168e-01,2.533752024173736572e-01,1.350571710645454004e-05
3.531753223207090286e-10,4.472473589590104741e-17,2.636810547684831363e-09,1.114416024738940081e-11,1.215577935516712078e-15,6.247096481608316321e-13,2.623908201826452569e-08,7.798492312431335449e-01,2.201420217752456665e-01,8.772373803367372602e-06
3.155422312328681755e-10,4.890571368460542537e-17,3.115725011326730964e-09,9.388842134305797060e-12,9.246225416513335384e-16,5.143304402169257550e-13,3.507484791498427512e-08,8.729373216629028320e-01,1.270580887794494629e-01,4.649707989301532507e-06
2.921245467746302893e-10,3.852200295866396176e-17,2.734403370396876198e-09,1.088375049806966643e-11,9.844526080015226360e-16,4.356639560828406976e-13,2.834267398554857209e-08,8.143796324729919434e-01,1.856132149696350098e-01,7.140789421100635082e-06
3.369322876256575228e-10,4.407513110852845351e-17,2.752948757844819738e-09,1.143179041013242525e-11,9.229711450415428731e-16,5.506887263903581520e-13,2.567344026260798273e-08,7.747302055358886719e-01,2.252616286277770996e-01,8.253422492998652160e-06
4.512316076343836357e-10,8.097382851100405079e-17,3.615039601001512892e-09,1.665648695359234210e-11,1.714007591185808671e-15,1.207899774126330872e-12,4.651784379916534817e-08,8.480131626129150391e-01,1.519763171672821045e-01,1.045557200995972380e-05
5.187504870107773058e-10,7.135522014700473523e-17,3.576713591968427863e-09,1.466309018649525342e-11,1.777644752996550628e-15,9.095661506960950327e-13,4.002546205583712435e-08,7.366077303886413574e-01,2.633794844150543213e-01,1.271143355552339926e-05
5.652200929517903205e-10,1.015491653897623641e-16,3.067621490160377107e-09,1.904066314339925015e-11,3.072694601877331774e-15,2.166000235073739510e-12,4.498491534832282923e-08,7.720330953598022461e-01,2.279467433691024780e-01,2.007412331295199692e-05
4.323898183944407947e-10,6.057889641512110256e-17,3.215573363135604268e-09,1.303558910120683478e-11,1.504786218049260216e-15,7.918886900382116067e-13,4.211736381876107771e-08,7.985795140266418457e-01,2.014105618000030518e-01,9.936107744579203427e-06
3.632227851824154641e-10,6.944156757836535761e-17,3.803162229587542242e-09,1.382516236908548635e-11,1.319626298087127857e-15,7.567631959450038526e-13,4.095856454000568192e-08,8.777806162834167480e-01,1.222132593393325806e-01,6.129248504294082522e-06
3.799951464600326290e-10,6.980256243257329974e-17,4.300207301355385425e-09,1.338178699794578819e-11,1.435768173561966909e-15,8.341328387555246859e-13,4.577505308134277584e-08,8.607937097549438477e-01,1.391989141702651978e-01,7.366378667938988656e-06
5.118871437836958194e-10,7.625962693839083970e-17,3.173692197933064563e-09,1.569544494373076304e-11,1.768625016778594804e-15,1.095275129273098891e-12,4.589835000956554723e-08,8.081155419349670410e-01,1.918732523918151855e-01,1.107380558096338063e-05
3.617424970681071272e-10,4.979661036538218766e-17,3.368354484223345935e-09,1.262791867601142926e-11,1.176537339944814121e-15,5.933843368922941952e-13,4.348720494817825966e-08,8.292987346649169922e-01,1.706947237253189087e-01,6.519692306028446183e-06
3.797538394856303512e-10,5.759713529999405221e-17,2.828445699876169783e-09,1.299570086960022408e-11,1.338198766005099273e-15,7.290201970745757709e-13,3.012250715528352885e-08,7.961996197700500488e-01,2.037902623414993286e-01,1.012159555102698505e-05
5.529081636979071845e-10,1.192983040481127997e-16,3.927916214507831683e-09,1.956544648518132590e-11,2.698983242032260838e-15,2.388526442603788880e-12,5.716144713119319931e-08,8.532409667968750000e-01,1.467440426349639893e-01,1.489365513407392427e-05
2.502545948246392982e-10,3.285089569239225678e-17,3.460138175981342101e-09,8.194825894258794818e-12,6.781707352907287694e-16,3.325703698976029132e-13,2.876276106178465852e-08,8.726506829261779785e-01,1.273460388183593750e-01,3.242150796722853556e-06
3.518629831944508624e-10,5.707631591655106429e-17,3.499049272548404588e-09,1.098474956828798810e-11,1.234372431945982528e-15,7.327137486155821389e-13,3.902371403796678351e-08,8.447508811950683594e-01,1.552431881427764893e-01,5.842860900884261355e-06
4.426451150063570594e-10,6.718732173814604574e-17,3.213744603769441710e-09,1.334501953387245976e-11,1.491447143195899494e-15,8.460759762067560086e-13,4.029464761856615951e-08,7.876031398773193359e-01,2.123868465423583984e-01,1.002548015094362199e-05
3.037168017083757832e-10,7.111681345957715180e-17,4.227459715622217118e-09,1.391741930034662289e-11,1.282284321211829992e-15,8.647866494085332256e-13,4.891115423788505723e-08,9.099558591842651367e-01,9.003950655460357666e-02,4.657358203985495493e-06
3.411690652210808139e-10,3.990543606337929885e-17,3.098907130905104168e-09,1.022520349641675708e-11,9.208198931137537638e-16,4.660891356027263566e-13,3.407746618222518009e-08,8.112115263938903809e-01,1.887826621532440186e-01,5.778089871455449611e-06
6.661167173405146968e-10,7.683134109056299031e-17,1.957870532365291183e-09,1.529683497925038438e-11,2.324192550454151109e-15,1.428908315455335032e-12,2.245199048900303751e-08,5.380293726921081543e-01,4.619368910789489746e-01,3.372789069544523954e-05
5.073945152922476609e-10,7.778110986989637669e-17,3.058947761758190609e-09,1.461471048347373625e-11,1.801765710235511339e-15,1.000170541005929170e-12,3.678273330365300353e-08,7.670682668685913086e-01,2.329183518886566162e-01,1.338577385467942804e-05
7.478073160704923339e-10,1.092384907802675001e-16,2.988209901744198760e-09,1.903390813018379646e-11,3.298419353199946204e-15,1.949612997084737565e-12,4.537138664773010532e-08,7.015805244445800781e-01,2.983936071395874023e-01,2.584329922683537006e-05
4.969898381723680814e-10,6.562832451150000385e-17,2.955975242358022115e-09,1.478944050559150014e-11,1.517725493351516908e-15,8.848404864716941098e-13,4.003198483815140207e-08,7.800223231315612793e-01,2.199667245149612427e-01,1.094830713554983959e-05
3.161719219768599487e-10,7.066429934239634269e-17,3.710695306580191755e-09,1.307606019990137369e-11,1.385653257479429416e-15,9.535965767026866047e-13,4.812295628653373569e-08,9.236922264099121094e-01,7.630205154418945312e-02,5.668664925906341523e-06
4.852196422433507905e-10,8.500162899387585908e-17,3.139999815715555087e-09,1.649311590079527434e-11,2.144331880368278466e-15,1.514772031765976301e-12,5.358240073860542907e-08,8.353458046913146973e-01,1.646426767110824585e-01,1.140549738920526579e-05
3.100786016840828552e-10,7.110562997769543487e-17,4.344827164715070467e-09,1.401223061192613528e-11,1.362387380000721921e-15,8.403594660422175622e-13,5.372500311295880238e-08,9.122697710990905762e-01,8.772547543048858643e-02,4.676277967519126832e-06
3.560156336401831823e-10,2.979102556638304913e-17,1.899551405060151410e-09,8.264965968562965060e-12,7.981319882038558685e-16,3.469067481193244262e-13,1.376630365257369704e-08,5.978234410285949707e-01,4.021661877632141113e-01,1.045651060849195346e-05
4.142635678938688670e-10,5.892603735000744350e-17,2.767345019805134143e-09,1.242035207321690038e-11,1.495801845456852259e-15,8.146984606036133947e-13,3.423982519734636298e-08,7.897461056709289551e-01,2.102438509464263916e-01,1.006397087621735409e-05
4.045512536077211507e-10,4.626399659313157407e-17,2.455118774946640769e-09,1.105763570985462962e-11,1.121370084090141540e-15,5.863620136312142073e-13,2.154627054551383480e-08,7.212048172950744629e-01,2.787844240665435791e-01,1.073688963515451178e-05
