7.308409433193219229e-11,7.216562553673518750e-17,9.380666909919455065e-09,8.441931181879525070e-12,5.717992789833496649e-16,5.715275800365071657e-13,2.154058336145681096e-07,9.988147020339965820e-01,1.184932887554168701e-03,1.671279648007839569e-07
7.132981705293417463e-11,8.787892712380481267e-17,9.746441875790878839e-09,9.348051846491678418e-12,7.066016079235561739e-16,6.287676000520103781e-13,2.504999088159820531e-07,9.989990592002868652e-01,1.000511576421558857e-03,1.755259120272967266e-07
6.246436007328881601e-11,7.853089284689404267e-17,9.564447900345385278e-09,8.470547180339238480e-12,6.507761545293077980e-16,5.507861961656645988e-13,2.764548128197930055e-07,9.992895126342773438e-01,7.101424271240830421e-04,1.182323288162479002e-07
6.027287002829950779e-11,6.955016646662621951e-17,9.406569745351589518e-09,7.923711166368807568e-12,4.880251264614983951e-16,5.047482614164988668e-13,2.415592916804598644e-07,9.991989731788635254e-01,8.006687276065349579e-04,1.016325157365827181e-07
5.316530896082305446e-11,4.793415365921494203e-17,9.644812948295111710e-09,6.322691935983781875e-12,3.215534532333152746e-16,2.768026964323350159e-13,1.884790350459297770e-07,9.991712570190429688e-01,8.285067160613834858e-04,8.004960250218573492e-08
7.524161155236797072e-11,7.817957931457542118e-17,1.039630248556022707e-08,8.622079612774502522e-12,5.993027564180520173e-16,5.996054889580160197e-13,2.860123515802115435e-07,9.989641904830932617e-01,1.035457244142889977e-03,1.309197870114076068e-07
7.262023621334989798e-11,7.240025366312462869e-17,9.366790010290060309e-09,8.334367918028107169e-12,6.315540123407923333e-16,6.106710189607289507e-13,2.605957831747218734e-07,9.989896416664123535e-01,1.009995816275477409e-03,1.398592957002620096e-07
4.667220776521929793e-11,6.235437673423962243e-17,1.119459724918669963e-08,7.475725767591701043e-12,4.024183652187032431e-16,4.197277020303452622e-13,2.485560059994895710e-07,9.994242191314697266e-01,5.755124147981405258e-04,7.173652960545950918e-08
5.281180701088850071e-11,6.316832907443670209e-17,9.739207662562421319e-09,7.582806778316797391e-12,4.448740917548121322e-16,4.258007520793055667e-13,2.308061937128513819e-07,9.993281364440917969e-01,6.715024937875568867e-04,9.447366977610727190e-08
5.550041676238848254e-11,7.484303050855702663e-17,9.983447846195758757e-09,7.882826336125248190e-12,5.169594543023500743e-16,5.183563539339075543e-13,2.518000599138758844e-07,9.992708563804626465e-01,7.287943153642117977e-04,1.026227778311294969e-07
6.051206757895499777e-11,6.960599123180619824e-17,9.283841251317426213e-09,7.939590825067899260e-12,5.073115372748867799e-16,4.776232035742788984e-13,2.035881720985344145e-07,9.989942908287048340e-01,1.005283324047923088e-03,1.291199396291631274e-07
5.168196426375004648e-11,6.006135928434872505e-17,1.111075143001016841e-08,6.878394121639930248e-12,4.492902568440000372e-16,4.475171318588100355e-13,2.564530632298556156e-07,9.993677735328674316e-01,6.319325184449553490e-04,7.843217275649294606e-08
5.878178499507669130e-11,3.675513193536089380e-17,9.710824144804064417e-09,6.405794731462188807e-12,2.652104891780741229e-16,2.000733427673026532e-13,1.483819005443365313e-07,9.984647035598754883e-01,1.535097602754831314e-03,9.207260376342674135e-08
